Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
7.0,92,Yes,6.0,6,85.0,excellent
1.0,86,Yes,5.0,0,62.0,review
8.0,79,Yes,8.0,6,73.0,excellent
3.0,57,No,,5,32.0,review
6.0,42,No,4.0,9,30.0,excellent
7.0,78,No,4.0,1,64.0,excellent
1.0,49,Yes,,9,25.0,excellent
6.0,91,Yes,5.0,0,82.0,excellent
7.0,48,Yes,4.0,8,41.0,excellent
6.0,85,No,5.0,1,71.0,review
4.0,94,Yes,4.0,3,79.0,review
1.0,85,Yes,7.0,8,59.0,excellent
9.0,50,No,5.0,8,45.0,review
4.0,99,Yes,6.0,0,84.0,review
7.0,72,Yes,5.0,1,62.0,review
7.0,75,No,4.0,1,65.0,review
2.0,65,No,,1,43.0,excellent
1.0,66,No,8.0,7,39.0,review
8.0,77,No,6.0,7,70.0,excellent
8.0,61,No,6.0,9,54.0,excellent
7.0,65,No,5.0,7,55.0,review
8.0,61,Yes,9.0,3,55.0,excellent
3.0,44,Yes,6.0,7,25.0,review
2.0,74,No,6.0,6,52.0,excellent
7.0,41,No,,7,31.0,review
8.0,74,Yes,5.0,0,68.0,review
1.0,48,No,4.0,2,19.0,review
9.0,90,No,5.0,9,87.0,review
4.0,90,Yes,8.0,5,71.0,excellent
4.0,88,Yes,9.0,0,74.0,review
,57,No,6.0,3,35.0,excellent
6.0,82,No,5.0,8,69.0,review
1.0,51,Yes,6.0,6,24.0,excellent
6.0,42,No,6.0,0,29.0,excellent
2.0,57,Yes,7.0,5,34.0,review
9.0,95,Yes,4.0,5,93.0,review
2.0,77,No,9.0,1,52.0,excellent
7.0,46,Yes,5.0,5,37.0,review
1.0,72,Yes,8.0,9,49.0,review
7.0,45,Yes,9.0,1,38.0,excellent
5.0,57,No,7.0,7,44.0,excellent
,84,No,4.0,6,75.0,excellent
4.0,61,No,8.0,5,44.0,excellent
7.0,90,Yes,8.0,9,84.0,excellent
6.0,78,Yes,6.0,5,65.0,excellent
5.0,90,No,4.0,8,75.0,excellent
4.0,48,Yes,7.0,8,29.0,review
7.0,74,Yes,5.0,9,67.0,excellent
5.0,62,No,5.0,9,50.0,review
5.0,51,Yes,7.0,1,38.0,review
1.0,91,Yes,,2,66.0,excellent
2.0,63,Yes,6.0,9,42.0,review
5.0,89,Yes,8.0,6,76.0,review
3.0,79,Yes,4.0,9,64.0,review
2.0,48,Yes,8.0,8,26.0,excellent
4.0,52,No,5.0,5,31.0,excellent
,79,No,,0,63.0,review
4.0,93,Yes,4.0,6,77.0,review
4.0,81,No,7.0,0,61.0,review
3.0,56,No,,4,33.0,excellent
7.0,46,No,9.0,8,39.0,excellent
9.0,56,Yes,,9,52.0,review
5.0,94,No,5.0,9,82.0,review
4.0,89,Yes,9.0,8,73.0,excellent
2.0,63,No,4.0,0,37.0,excellent
2.0,41,No,6.0,5,16.0,review
5.0,74,Yes,4.0,2,59.0,review
7.0,67,No,5.0,8,59.0,review
,58,Yes,7.0,2,56.0,excellent
7.0,72,No,8.0,1,59.0,excellent
5.0,60,No,7.0,7,46.0,excellent
6.0,92,No,5.0,2,80.0,excellent
3.0,49,No,7.0,4,30.0,excellent
,92,Yes,6.0,5,78.0,excellent
8.0,85,Yes,6.0,9,81.0,review
1.0,84,No,4.0,9,57.0,review
1.0,48,Yes,7.0,0,24.0,excellent
7.0,77,No,7.0,6,66.0,excellent
5.0,45,Yes,5.0,6,31.0,review
5.0,90,Yes,4.0,4,73.0,review
,92,Yes,4.0,8,66.0,review
9.0,81,No,7.0,1,78.0,review
1.0,94,Yes,8.0,4,66.0,review
5.0,74,Yes,7.0,1,57.0,excellent
9.0,57,No,7.0,1,50.0,excellent
4.0,92,No,7.0,8,77.0,excellent
8.0,58,No,6.0,6,54.0,excellent
6.0,44,Yes,9.0,3,30.0,excellent
3.0,64,Yes,4.0,7,43.0,review
4.0,50,Yes,9.0,3,34.0,review
2.0,49,Yes,6.0,0,26.0,review
1.0,56,Yes,8.0,9,36.0,excellent
8.0,75,Yes,5.0,2,69.0,review
,65,No,8.0,9,39.0,excellent
1.0,70,Yes,4.0,0,44.0,review
4.0,71,Yes,5.0,1,56.0,excellent
6.0,60,Yes,9.0,1,47.0,review
9.0,57,No,,6,56.0,excellent
1.0,99,Yes,4.0,3,73.0,review
7.0,57,No,8.0,9,48.0,review
5.0,40,Yes,5.0,8,24.0,excellent
8.0,53,No,5.0,1,49.0,excellent
,47,No,8.0,8,41.0,excellent
4.0,41,No,6.0,5,24.0,excellent
4.0,90,Yes,8.0,9,72.0,excellent
6.0,54,No,9.0,7,45.0,excellent
6.0,99,Yes,8.0,6,92.0,review
,73,No,8.0,7,68.0,review
5.0,75,Yes,6.0,8,62.0,review
,40,No,7.0,7,36.0,excellent
5.0,90,No,5.0,5,77.0,excellent
,60,Yes,9.0,7,40.0,excellent
6.0,81,No,4.0,7,69.0,review
9.0,40,Yes,5.0,1,38.0,review
3.0,71,No,5.0,1,50.0,excellent
1.0,59,No,7.0,0,33.0,review
,93,Yes,5.0,9,69.0,excellent
3.0,86,Yes,5.0,1,63.0,review
5.0,75,Yes,6.0,6,59.0,review
3.0,78,No,6.0,2,54.0,excellent
,69,Yes,6.0,3,65.0,review
8.0,46,Yes,,3,41.0,review
3.0,61,No,6.0,3,41.0,excellent
9.0,96,Yes,9.0,1,94.0,excellent
6.0,89,Yes,4.0,5,80.0,excellent
7.0,84,No,7.0,0,74.0,excellent
4.0,49,No,,4,33.0,review
4.0,95,No,,1,78.0,review
2.0,47,No,6.0,8,21.0,review
5.0,66,No,,1,49.0,review
8.0,49,Yes,8.0,5,43.0,review
7.0,53,No,5.0,3,40.0,excellent
7.0,85,No,9.0,5,77.0,review
,98,No,5.0,1,84.0,excellent
3.0,91,Yes,7.0,1,74.0,review
5.0,93,Yes,4.0,6,78.0,review
1.0,50,Yes,,2,21.0,review
7.0,45,Yes,7.0,2,34.0,excellent
9.0,60,No,4.0,6,54.0,review
1.0,72,No,4.0,7,47.0,excellent
2.0,58,No,5.0,6,36.0,excellent
3.0,78,Yes,4.0,2,53.0,review
3.0,63,No,4.0,2,45.0,excellent
8.0,57,Yes,7.0,6,52.0,excellent
7.0,74,Yes,4.0,2,66.0,excellent
,91,Yes,9.0,1,79.0,review
4.0,82,No,6.0,6,63.0,excellent
9.0,76,No,6.0,2,72.0,excellent
1.0,58,No,7.0,4,33.0,review
,92,No,6.0,6,70.0,review
,63,Yes,5.0,1,47.0,review
3.0,95,No,9.0,7,73.0,review
1.0,73,Yes,9.0,1,50.0,review
5.0,61,Yes,7.0,3,48.0,review
7.0,43,Yes,4.0,3,33.0,review
2.0,96,Yes,6.0,7,72.0,excellent
5.0,49,Yes,5.0,0,31.0,excellent
6.0,41,Yes,7.0,8,32.0,excellent
7.0,47,Yes,7.0,5,34.0,excellent
1.0,72,No,4.0,3,41.0,review
7.0,98,No,8.0,5,91.0,review
4.0,77,Yes,6.0,5,61.0,excellent
8.0,82,No,5.0,8,75.0,review
4.0,98,No,7.0,3,80.0,review
6.0,67,No,6.0,7,57.0,review
9.0,49,No,5.0,0,46.0,review
5.0,84,Yes,9.0,5,71.0,review
4.0,40,No,9.0,4,21.0,review
8.0,73,Yes,,2,69.0,review
9.0,42,Yes,9.0,3,37.0,excellent
4.0,48,No,7.0,7,32.0,review
3.0,44,No,6.0,9,26.0,excellent
8.0,81,Yes,5.0,1,74.0,excellent
5.0,49,Yes,7.0,7,34.0,excellent
2.0,51,No,6.0,6,24.0,review
9.0,57,No,6.0,0,53.0,excellent
3.0,97,Yes,7.0,1,74.0,review
2.0,60,No,6.0,6,37.0,review
1.0,60,Yes,8.0,2,31.0,excellent
8.0,40,Yes,5.0,1,29.0,review
3.0,42,Yes,5.0,0,21.0,review
7.0,44,Yes,6.0,6,37.0,review
1.0,64,No,7.0,2,37.0,review
1.0,97,Yes,4.0,5,73.0,review
9.0,88,Yes,9.0,9,87.0,excellent
8.0,47,No,,7,45.0,review
3.0,56,No,4.0,5,32.0,review
6.0,48,Yes,6.0,6,35.0,excellent
3.0,71,No,4.0,5,52.0,excellent
4.0,45,No,6.0,6,27.0,excellent
1.0,88,Yes,7.0,4,65.0,excellent
5.0,79,No,9.0,8,64.0,excellent
1.0,60,No,4.0,2,30.0,excellent
1.0,46,No,8.0,5,22.0,review
7.0,46,No,7.0,8,35.0,excellent
6.0,86,No,9.0,0,72.0,excellent
2.0,78,Yes,6.0,4,55.0,excellent
2.0,93,No,4.0,3,71.0,excellent
7.0,66,Yes,9.0,8,60.0,review
1.0,47,Yes,5.0,0,19.0,review
2.0,48,No,7.0,3,25.0,excellent
,67,No,4.0,0,55.0,review
6.0,54,No,7.0,2,41.0,excellent
2.0,41,No,4.0,3,17.0,review
7.0,46,No,5.0,0,36.0,excellent
4.0,86,No,8.0,4,71.0,excellent
2.0,57,No,5.0,5,35.0,review
6.0,61,No,6.0,0,48.0,review
9.0,89,No,7.0,9,82.0,review
9.0,49,No,8.0,9,48.0,excellent
8.0,93,No,7.0,3,86.0,excellent
3.0,89,No,9.0,3,69.0,review
3.0,72,Yes,4.0,0,50.0,review
2.0,46,No,6.0,1,22.0,excellent
5.0,42,Yes,6.0,9,25.0,excellent
,53,Yes,7.0,4,33.0,review
7.0,83,No,6.0,1,71.0,review
4.0,85,Yes,7.0,2,70.0,excellent
9.0,75,No,4.0,8,71.0,excellent
2.0,52,No,4.0,4,28.0,excellent
6.0,55,Yes,7.0,0,44.0,review
7.0,55,No,5.0,4,46.0,excellent
,93,Yes,5.0,2,76.0,excellent
6.0,44,Yes,4.0,0,29.0,excellent
7.0,91,No,8.0,2,84.0,review
4.0,64,Yes,5.0,5,47.0,review
8.0,77,Yes,7.0,9,70.0,review
9.0,77,No,,4,73.0,excellent
1.0,89,Yes,6.0,0,63.0,review
7.0,77,No,,1,68.0,review
9.0,78,No,5.0,4,74.0,excellent
5.0,95,No,8.0,8,82.0,review
2.0,95,No,9.0,4,77.0,review
,87,Yes,5.0,4,77.0,review
7.0,80,No,,0,71.0,excellent
2.0,65,Yes,5.0,4,39.0,excellent
2.0,98,Yes,6.0,7,77.0,excellent
1.0,52,No,8.0,8,25.0,excellent
4.0,83,No,6.0,9,63.0,review
7.0,90,No,7.0,2,80.0,excellent
9.0,65,Yes,7.0,3,62.0,review
3.0,94,No,4.0,6,75.0,review
7.0,94,Yes,6.0,6,88.0,review
7.0,40,No,6.0,0,31.0,review
7.0,47,No,4.0,5,36.0,review
2.0,43,Yes,7.0,8,21.0,review
,60,Yes,7.0,4,50.0,excellent
2.0,61,No,8.0,7,40.0,review
,90,No,8.0,9,81.0,excellent
3.0,92,No,9.0,8,75.0,review
2.0,97,Yes,7.0,9,76.0,review
6.0,76,No,9.0,9,66.0,review
2.0,88,No,5.0,2,59.0,review
5.0,42,Yes,6.0,0,26.0,review
2.0,58,No,8.0,1,33.0,excellent
3.0,40,Yes,5.0,4,19.0,excellent
3.0,68,Yes,8.0,9,49.0,review
6.0,62,No,4.0,6,50.0,review
6.0,72,No,6.0,5,56.0,excellent
,94,Yes,9.0,3,74.0,review
,91,Yes,9.0,8,72.0,review
1.0,80,No,8.0,3,53.0,excellent
7.0,62,Yes,7.0,2,60.0,excellent
8.0,44,Yes,9.0,4,35.0,excellent
2.0,46,No,4.0,3,22.0,excellent
4.0,96,Yes,4.0,1,80.0,review
7.0,97,Yes,7.0,2,88.0,review
8.0,45,Yes,4.0,6,39.0,review
1.0,88,Yes,6.0,1,63.0,excellent
4.0,61,Yes,8.0,0,44.0,excellent
6.0,88,Yes,4.0,1,72.0,review
3.0,52,No,6.0,7,33.0,review
5.0,51,No,7.0,7,39.0,review
9.0,43,No,8.0,9,45.0,review
3.0,47,No,7.0,1,23.0,review
5.0,76,Yes,8.0,5,63.0,excellent
8.0,70,No,4.0,6,63.0,excellent
6.0,76,Yes,4.0,0,63.0,review
,84,No,8.0,6,64.0,review
,65,Yes,6.0,7,62.0,review
3.0,82,No,6.0,8,64.0,review
,47,Yes,6.0,7,28.0,review
4.0,79,No,5.0,2,60.0,excellent
9.0,72,No,9.0,7,70.0,review
5.0,84,No,9.0,2,70.0,excellent
8.0,68,No,9.0,5,60.0,excellent
6.0,44,No,6.0,3,33.0,excellent
3.0,67,Yes,4.0,6,46.0,review
8.0,92,No,5.0,7,88.0,excellent
9.0,79,Yes,6.0,9,78.0,review
8.0,56,No,4.0,5,47.0,review
4.0,94,No,5.0,9,75.0,review
6.0,62,No,4.0,3,51.0,excellent
1.0,84,Yes,8.0,7,61.0,review
,48,No,4.0,6,29.0,review
8.0,41,No,5.0,9,36.0,review
,71,Yes,6.0,7,44.0,review
3.0,90,Yes,9.0,9,75.0,review
,91,Yes,5.0,6,63.0,review
9.0,88,Yes,6.0,2,85.0,excellent
2.0,70,No,6.0,2,46.0,review
9.0,46,Yes,7.0,8,44.0,excellent
4.0,69,Yes,8.0,6,55.0,excellent
2.0,97,No,7.0,0,76.0,review
4.0,42,Yes,9.0,2,25.0,excellent
6.0,90,Yes,5.0,0,74.0,excellent
7.0,90,Yes,7.0,5,79.0,excellent
3.0,95,No,9.0,1,75.0,excellent
3.0,48,Yes,6.0,6,28.0,excellent
8.0,49,Yes,5.0,7,44.0,review
,85,Yes,7.0,5,72.0,excellent
4.0,89,No,4.0,4,72.0,review
7.0,97,No,9.0,9,94.0,excellent
7.0,86,Yes,9.0,3,79.0,review
9.0,65,No,8.0,8,64.0,excellent
9.0,40,Yes,4.0,7,35.0,review
5.0,69,No,5.0,4,54.0,excellent
8.0,96,No,,0,90.0,excellent
1.0,77,Yes,6.0,7,52.0,excellent
9.0,54,Yes,7.0,7,50.0,excellent
8.0,64,Yes,5.0,6,58.0,review
6.0,45,No,5.0,6,33.0,excellent
3.0,57,Yes,5.0,7,38.0,excellent
3.0,40,No,5.0,0,17.0,excellent
8.0,95,No,9.0,2,90.0,excellent
,42,Yes,7.0,3,32.0,review
7.0,56,No,4.0,5,46.0,review
5.0,87,No,6.0,9,76.0,excellent
8.0,47,Yes,6.0,9,45.0,excellent
4.0,99,No,8.0,8,81.0,review
,88,No,9.0,3,66.0,excellent
3.0,79,Yes,5.0,5,59.0,review
8.0,56,Yes,5.0,8,54.0,excellent
7.0,64,Yes,5.0,8,59.0,excellent
2.0,80,No,9.0,5,55.0,review
,51,No,4.0,4,36.0,excellent
9.0,68,No,5.0,2,66.0,excellent
4.0,64,Yes,8.0,4,47.0,review
9.0,90,No,8.0,2,89.0,review
2.0,75,No,4.0,4,50.0,review
2.0,92,No,9.0,9,69.0,excellent
9.0,93,Yes,5.0,9,94.0,review
7.0,64,Yes,7.0,0,54.0,review
7.0,68,Yes,7.0,5,60.0,review
1.0,50,No,6.0,6,22.0,review
6.0,99,No,4.0,1,84.0,excellent
7.0,43,Yes,7.0,2,34.0,excellent
6.0,53,Yes,6.0,9,40.0,review
6.0,85,No,8.0,8,78.0,excellent
2.0,77,Yes,6.0,7,56.0,excellent
6.0,56,No,,3,45.0,review
4.0,41,Yes,5.0,7,23.0,review
9.0,47,Yes,8.0,7,45.0,excellent
1.0,75,Yes,4.0,5,50.0,excellent
8.0,49,No,9.0,0,37.0,excellent
5.0,46,Yes,5.0,1,29.0,review
1.0,75,No,5.0,3,44.0,excellent
4.0,55,Yes,,3,38.0,excellent
1.0,53,Yes,6.0,1,24.0,excellent
6.0,55,No,6.0,8,43.0,excellent
2.0,64,No,7.0,1,39.0,excellent
5.0,80,Yes,8.0,5,70.0,excellent
7.0,43,No,4.0,4,37.0,review
2.0,68,Yes,6.0,3,47.0,excellent
6.0,95,No,4.0,5,85.0,review
6.0,45,No,6.0,3,32.0,excellent
5.0,40,Yes,5.0,8,24.0,review
,78,Yes,4.0,9,60.0,excellent
3.0,40,No,7.0,6,20.0,review
2.0,90,No,6.0,2,66.0,excellent
7.0,79,Yes,9.0,9,74.0,review
1.0,96,No,8.0,3,70.0,review
6.0,42,No,5.0,0,25.0,excellent
6.0,40,No,6.0,5,25.0,excellent
3.0,40,No,4.0,1,20.0,review
,78,Yes,,3,59.0,review
2.0,60,Yes,5.0,4,33.0,review
9.0,84,No,8.0,7,81.0,excellent
5.0,69,No,8.0,2,51.0,excellent
,71,Yes,8.0,5,64.0,excellent
5.0,72,No,9.0,0,58.0,review
7.0,87,No,5.0,8,78.0,review
4.0,61,No,9.0,0,43.0,excellent
8.0,69,No,9.0,1,64.0,review
7.0,93,No,,0,85.0,excellent
5.0,85,Yes,5.0,7,73.0,review
6.0,43,No,5.0,3,32.0,excellent
5.0,62,No,6.0,1,46.0,excellent
7.0,94,No,7.0,6,85.0,review
2.0,83,Yes,9.0,7,64.0,excellent
5.0,64,No,8.0,8,50.0,excellent
3.0,51,No,4.0,4,29.0,review
9.0,56,Yes,9.0,2,53.0,review
,92,Yes,4.0,0,83.0,excellent
3.0,54,Yes,6.0,7,36.0,review
7.0,49,Yes,4.0,5,37.0,excellent
4.0,74,No,7.0,4,57.0,review
3.0,94,No,5.0,6,75.0,review
,91,No,8.0,4,84.0,review
4.0,91,Yes,4.0,3,74.0,review
1.0,68,No,4.0,4,40.0,review
6.0,51,Yes,6.0,6,37.0,review
1.0,40,Yes,6.0,5,11.0,excellent
5.0,40,No,5.0,9,28.0,excellent
7.0,49,Yes,8.0,9,40.0,excellent
6.0,57,Yes,4.0,8,47.0,review
2.0,86,No,5.0,9,65.0,excellent
4.0,41,No,8.0,1,22.0,review
2.0,88,Yes,5.0,6,66.0,review
1.0,47,No,4.0,0,19.0,review
3.0,61,No,6.0,7,43.0,review
3.0,61,Yes,6.0,3,41.0,excellent
7.0,65,Yes,6.0,7,56.0,review
1.0,65,No,7.0,7,42.0,excellent
9.0,48,No,,3,45.0,review
6.0,60,Yes,,3,46.0,excellent
4.0,70,No,5.0,4,51.0,excellent
3.0,91,Yes,6.0,6,74.0,review
3.0,82,Yes,9.0,5,67.0,excellent
2.0,45,No,9.0,0,21.0,excellent
2.0,95,No,5.0,5,73.0,excellent
5.0,53,No,8.0,2,39.0,excellent
9.0,72,No,9.0,8,69.0,excellent
,46,No,9.0,2,24.0,review
2.0,63,Yes,5.0,8,36.0,excellent
6.0,48,No,7.0,4,38.0,review
2.0,50,Yes,7.0,9,29.0,review
4.0,95,No,6.0,7,72.0,excellent
6.0,62,Yes,4.0,8,48.0,review
5.0,87,No,8.0,8,71.0,review
1.0,90,No,4.0,6,61.0,review
6.0,41,Yes,4.0,9,29.0,review
1.0,54,No,8.0,0,31.0,review
3.0,74,No,7.0,7,56.0,excellent
5.0,75,Yes,9.0,6,62.0,review
5.0,91,Yes,6.0,3,78.0,excellent
6.0,93,Yes,5.0,5,83.0,review
8.0,67,No,7.0,9,65.0,excellent
5.0,78,Yes,,1,65.0,excellent
1.0,83,Yes,9.0,3,59.0,review
5.0,43,No,7.0,7,26.0,excellent
3.0,49,No,8.0,3,32.0,excellent
4.0,45,No,4.0,9,27.0,excellent
8.0,96,No,8.0,3,89.0,review
7.0,69,No,9.0,3,57.0,excellent
,93,No,5.0,9,77.0,excellent
2.0,85,Yes,8.0,8,65.0,review
6.0,74,Yes,9.0,1,63.0,review
6.0,88,No,4.0,6,78.0,review
6.0,82,Yes,7.0,2,74.0,review
,49,Yes,6.0,3,41.0,excellent
8.0,97,Yes,9.0,0,90.0,review
8.0,92,Yes,9.0,2,88.0,review
1.0,71,No,,1,47.0,excellent
5.0,81,No,7.0,9,66.0,review
,81,Yes,9.0,6,75.0,review
,42,No,9.0,5,29.0,excellent
5.0,95,Yes,6.0,0,80.0,review
8.0,65,Yes,4.0,7,59.0,review
3.0,54,No,8.0,8,34.0,review
6.0,56,Yes,7.0,0,47.0,excellent
5.0,66,No,6.0,4,53.0,excellent
8.0,57,No,6.0,6,50.0,excellent
4.0,90,No,8.0,1,72.0,review
8.0,58,No,7.0,5,54.0,excellent
2.0,51,No,7.0,7,28.0,excellent
9.0,63,No,,7,59.0,review
9.0,44,No,7.0,9,40.0,excellent
6.0,63,No,9.0,9,55.0,excellent
4.0,66,No,8.0,7,49.0,review
4.0,87,Yes,7.0,5,70.0,review
,69,No,4.0,5,57.0,review
5.0,54,Yes,6.0,2,39.0,review
6.0,86,No,,1,75.0,excellent
7.0,98,Yes,7.0,4,87.0,excellent
7.0,77,No,8.0,8,70.0,review
,83,No,7.0,3,76.0,excellent
8.0,73,No,5.0,4,68.0,excellent
,66,Yes,,5,53.0,review
6.0,59,Yes,6.0,5,48.0,excellent
5.0,80,No,5.0,3,63.0,excellent
1.0,71,Yes,8.0,3,47.0,review
9.0,43,No,7.0,7,38.0,review
9.0,44,Yes,4.0,4,43.0,review
9.0,92,Yes,9.0,4,90.0,review
8.0,97,Yes,7.0,8,95.0,review
,47,No,7.0,3,24.0,review
1.0,61,Yes,7.0,6,35.0,excellent
8.0,81,Yes,9.0,4,75.0,excellent
7.0,46,No,7.0,8,37.0,review
5.0,61,No,,7,46.0,review
7.0,85,Yes,9.0,7,80.0,excellent
4.0,69,Yes,9.0,9,55.0,excellent
9.0,76,No,5.0,9,71.0,review
2.0,55,No,8.0,2,32.0,review
9.0,54,No,9.0,8,51.0,excellent
9.0,44,No,5.0,7,43.0,review
5.0,42,No,4.0,2,23.0,review
1.0,62,Yes,8.0,9,37.0,review
7.0,49,No,9.0,0,40.0,review
4.0,44,No,6.0,4,24.0,review
,62,Yes,5.0,3,60.0,review
6.0,54,No,4.0,7,44.0,excellent
3.0,57,No,4.0,5,34.0,excellent
6.0,64,No,4.0,9,51.0,excellent
6.0,47,Yes,8.0,4,39.0,review
5.0,70,No,7.0,8,57.0,review
2.0,60,No,6.0,5,36.0,excellent
,41,No,8.0,2,16.0,excellent
7.0,61,No,8.0,5,52.0,review
2.0,47,Yes,9.0,3,25.0,review
6.0,62,Yes,5.0,4,51.0,review
5.0,71,No,,5,56.0,review
4.0,47,No,4.0,8,27.0,review
7.0,43,No,8.0,2,33.0,excellent
8.0,69,No,,0,60.0,review
,58,No,5.0,1,39.0,excellent
1.0,62,No,7.0,7,41.0,excellent
1.0,57,No,6.0,3,35.0,review
1.0,92,Yes,4.0,6,67.0,excellent
1.0,68,No,8.0,1,39.0,excellent
5.0,62,Yes,7.0,9,51.0,review
4.0,72,Yes,5.0,7,56.0,review
9.0,91,No,4.0,9,93.0,excellent
3.0,86,Yes,,8,68.0,excellent
7.0,57,Yes,9.0,6,49.0,excellent
8.0,93,Yes,9.0,9,88.0,review
6.0,83,No,5.0,0,72.0,review
1.0,72,Yes,4.0,1,44.0,review
8.0,46,Yes,8.0,8,41.0,review
,90,No,5.0,9,69.0,excellent
8.0,67,No,7.0,6,66.0,excellent
4.0,40,Yes,4.0,2,20.0,excellent
8.0,95,No,9.0,4,92.0,excellent
1.0,78,No,9.0,0,53.0,excellent
3.0,73,Yes,6.0,9,50.0,excellent
,78,Yes,4.0,2,70.0,excellent
9.0,58,Yes,7.0,3,51.0,review
2.0,70,No,7.0,3,45.0,excellent
1.0,52,Yes,6.0,6,25.0,review
3.0,96,Yes,7.0,4,75.0,review
4.0,63,No,4.0,8,45.0,review
5.0,44,No,9.0,6,29.0,review
3.0,62,No,5.0,1,43.0,excellent
2.0,58,No,9.0,7,38.0,review
2.0,40,Yes,9.0,1,16.0,excellent
7.0,72,Yes,4.0,6,61.0,review
9.0,98,Yes,7.0,4,95.0,review
,89,No,6.0,9,65.0,review
7.0,95,Yes,6.0,5,85.0,excellent
7.0,72,No,8.0,3,66.0,excellent
7.0,71,No,6.0,4,61.0,review
3.0,98,No,6.0,4,79.0,review
7.0,67,Yes,7.0,6,59.0,excellent
1.0,76,No,5.0,3,52.0,review
1.0,80,Yes,5.0,4,56.0,review
5.0,51,Yes,7.0,3,37.0,review
2.0,48,Yes,6.0,3,29.0,review
9.0,89,No,4.0,7,84.0,review
7.0,94,Yes,9.0,4,87.0,review
4.0,50,Yes,9.0,8,36.0,excellent
4.0,72,No,5.0,4,56.0,excellent
2.0,58,Yes,7.0,7,34.0,excellent
5.0,93,No,4.0,2,77.0,excellent
4.0,96,Yes,6.0,6,80.0,excellent
1.0,81,No,7.0,0,59.0,excellent
8.0,73,No,5.0,4,68.0,excellent
,46,No,4.0,1,26.0,review
6.0,70,No,4.0,7,57.0,review
,91,No,5.0,5,72.0,excellent
9.0,41,Yes,4.0,4,36.0,excellent
7.0,58,Yes,9.0,2,51.0,excellent
9.0,77,Yes,5.0,0,76.0,excellent
3.0,71,Yes,9.0,9,51.0,review
,49,No,7.0,9,28.0,review
5.0,80,No,8.0,9,69.0,excellent
3.0,47,Yes,6.0,9,30.0,review
6.0,65,No,7.0,7,56.0,review
8.0,69,Yes,,4,64.0,excellent
4.0,50,No,6.0,8,33.0,review
5.0,80,No,6.0,6,67.0,excellent
5.0,59,Yes,9.0,0,45.0,excellent
4.0,99,Yes,9.0,0,84.0,review
4.0,59,No,5.0,6,40.0,review
,48,Yes,8.0,6,33.0,review
4.0,47,Yes,9.0,8,31.0,excellent
4.0,99,Yes,,1,81.0,review
5.0,54,Yes,6.0,6,38.0,review
2.0,73,No,7.0,1,48.0,excellent
2.0,63,No,8.0,9,39.0,review
9.0,72,No,8.0,9,71.0,review
,80,No,6.0,1,55.0,review
6.0,80,Yes,8.0,4,70.0,review
,84,Yes,7.0,8,65.0,excellent
5.0,79,Yes,5.0,8,65.0,review
4.0,66,No,6.0,9,49.0,review
7.0,60,No,4.0,0,49.0,excellent
7.0,44,No,6.0,6,35.0,excellent
6.0,74,No,6.0,9,62.0,review
5.0,60,Yes,5.0,9,48.0,excellent
1.0,43,Yes,9.0,2,18.0,excellent
3.0,88,Yes,9.0,9,70.0,review
9.0,87,No,4.0,9,83.0,excellent
1.0,55,No,4.0,0,29.0,excellent
5.0,96,No,4.0,1,79.0,review
2.0,70,No,9.0,5,49.0,excellent
4.0,65,No,5.0,9,49.0,excellent
1.0,91,No,8.0,1,63.0,excellent
3.0,74,Yes,,1,50.0,review
,45,No,8.0,3,36.0,review
3.0,72,No,7.0,2,53.0,excellent
4.0,60,No,5.0,7,39.0,review
2.0,55,Yes,8.0,7,32.0,excellent
3.0,86,Yes,9.0,5,69.0,review
9.0,78,No,9.0,3,74.0,review
3.0,73,Yes,4.0,6,55.0,excellent
5.0,81,Yes,,8,72.0,excellent
2.0,96,Yes,8.0,1,72.0,review
4.0,99,No,9.0,5,86.0,review
7.0,54,Yes,8.0,6,47.0,excellent
7.0,45,Yes,7.0,0,34.0,excellent
3.0,41,Yes,5.0,5,24.0,excellent
5.0,63,No,9.0,7,51.0,review
,95,Yes,6.0,6,73.0,review
1.0,88,No,9.0,1,68.0,excellent
5.0,67,Yes,7.0,1,52.0,excellent
9.0,40,No,9.0,3,38.0,review
,40,No,7.0,4,11.0,excellent
1.0,67,No,9.0,4,41.0,review
,75,No,7.0,1,57.0,excellent
,59,No,4.0,6,41.0,excellent
2.0,87,Yes,8.0,7,62.0,review
9.0,47,Yes,9.0,1,48.0,excellent
9.0,40,Yes,5.0,3,37.0,review
2.0,65,No,4.0,2,41.0,review
9.0,90,No,7.0,3,91.0,excellent
,82,No,5.0,4,73.0,review
8.0,88,Yes,4.0,5,82.0,excellent
4.0,64,No,6.0,1,44.0,review
2.0,49,No,9.0,9,29.0,excellent
2.0,51,No,9.0,5,32.0,review
9.0,80,No,7.0,8,78.0,excellent
1.0,46,Yes,4.0,7,21.0,excellent
7.0,51,No,4.0,0,43.0,excellent
3.0,86,No,7.0,8,69.0,excellent
3.0,79,No,6.0,9,56.0,review
2.0,56,No,9.0,1,31.0,review
6.0,44,Yes,8.0,0,36.0,excellent
2.0,53,No,6.0,5,30.0,excellent
4.0,73,Yes,7.0,0,56.0,review
,87,Yes,8.0,5,87.0,review
